date,open,high,low,close,volume,symbol,daily_return,log_return,cumulative_return,price_change,hl_range,avg_price,volume_change,rolling_mean_20,rolling_std_20,rolling_volume_20
2020-01-02 00:00:00-05:00,66.91491076451707,67.92080688476562,66.81963000871814,67.92080688476562,27278000,GOOGL,,,,,1.1011768760474894,67.55374792608313,,,,
2020-01-03 00:00:00-05:00,66.89455761905593,68.17240092635127,66.86080841091031,67.56548309326172,23408000,GOOGL,-0.005231442437171663,-0.005245174344885267,-0.005231442437171663,-0.35532379150390625,1.3115925154409638,67.5328974768411,-0.14187257130288145,,,
2020-01-06 00:00:00-05:00,67.07470353986153,69.39170027421379,67.04344557379943,69.36639404296875,46768000,GOOGL,0.02665430434680971,0.026305267024237435,0.02128342145074491,1.8009109497070312,2.3482547004143584,68.600513296994,0.9979494190020506,,,
2020-01-07 00:00:00-05:00,69.49789480129157,69.64875536577131,69.05623219302926,69.2323989868164,34330000,GOOGL,-0.0019316998959083564,-0.0019335680343284818,0.019310608371835514,-0.13399505615234375,0.5925231727420481,69.31246218187232,-0.2659510776599384,,,
2020-01-08 00:00:00-05:00,69.21800440208847,70.06312039428155,69.10932845842892,69.72517395019531,35314000,GOOGL,0.007117693025092908,0.007092481807873535,0.02656574837944703,0.49277496337890625,0.9537919358526352,69.63254093430193,0.028662976988057087,,,
2020-01-09 00:00:00-05:00,70.56333795807842,70.8983085315508,69.98173387535881,70.45714569091797,33200000,GOOGL,0.010497955031930184,0.010443234140470822,0.03734258944325419,0.7319717407226562,0.9165746561919832,70.44572936594253,-0.05986294387495039,,,
2020-01-10 00:00:00-05:00,70.93752999233561,71.20897758753587,70.44773094502658,70.91221618652344,26258000,GOOGL,0.00645882672570619,0.006438057884632033,0.044042605483663566,0.45507049560546875,0.7612466425092919,70.8563082396953,-0.2090963855421687,,,
2020-01-13 00:00:00-05:00,71.2243417721376,71.53350634319095,70.73405063566273,71.46155548095703,30730000,GOOGL,0.007746751180200739,0.0077168991748641355,0.05213054376987403,0.5493392944335938,0.7994557075282245,71.24303748660357,0.1703100007616727,,,
2020-01-14 00:00:00-05:00,71.46006422047215,71.5905783300735,70.85314635097474,70.99309539794922,26076000,GOOGL,-0.006555414024435047,-0.006576995117990405,0.04523339244770863,-0.4684600830078125,0.7374319790987585,71.14560669299915,-0.15144809632281153,,,
2020-01-15 00:00:00-05:00,71.11369107406499,71.49878195184972,71.04620021765285,71.42037200927734,21550000,GOOGL,0.006018565734217329,0.006000526511448145,0.05152419832775412,0.427276611328125,0.452581734196869,71.32178472625998,-0.17356956588433814,,,
2020-01-16 00:00:00-05:00,71.730533421718,71.99106949862211,71.46007778598154,71.96427154541016,26080000,GOOGL,0.007615467699638501,0.007586616410289037,0.059532046895507396,0.5438995361328125,0.5309917126405708,71.8051396100046,0.21020881670533642,,,
2020-01-17 00:00:00-05:00,72.57860949705164,73.47235397966993,72.28135597328935,73.4212417602539,52424000,GOOGL,0.020245743944262484,0.02004352371385909,0.08098306141769407,1.45697021484375,1.1909980063805818,73.05831723773774,1.010122699386503,,,
2020-01-21 00:00:00-05:00,73.39545232281576,73.93537921396435,72.95924918566347,73.5567398071289,48930000,GOOGL,0.0018454883576806136,0.001843787536284003,0.08297800307239034,0.135498046875,0.9761300283008865,73.48378940225224,-0.06664886311613005,,,
2020-01-22 00:00:00-05:00,73.92792510020561,74.46635262161918,73.57707565322256,73.63711547851562,28458000,GOOGL,0.0010927030153520256,0.0010921064499518046,0.08416137640190735,0.08037567138671875,0.8892769683966151,73.89351458445246,-0.41839362354383813,,,
2020-01-23 00:00:00-05:00,73.81973599499418,74.1150056100475,73.46094335586837,73.67780303955078,26650000,GOOGL,0.0005525414836085041,0.000552388888770348,0.0847604205372956,0.04068756103515625,0.6540622541791379,73.75125066848888,-0.06353222292501226,,,
2020-01-24 00:00:00-05:00,74.08127050567003,74.14975332115424,72.61038169264586,72.7587661743164,29786000,GOOGL,-0.01247372787080836,-0.012552177872969545,0.07122941424648976,-0.919036865234375,1.539371628508377,73.1729670627055,0.11767354596622881,,,
2020-01-27 00:00:00-05:00,71.04023999318002,71.29034912825152,70.44274948721724,71.04966735839844,34132000,GOOGL,-0.02348993675653166,-0.023770223297645398,0.04606630305410331,-1.7090988159179688,0.8475996410342788,70.92758865795572,0.14590747330960863,,,
2020-01-28 00:00:00-05:00,71.54642116350121,72.19452422773547,70.98168782396866,71.98114013671875,29724000,GOOGL,0.013110163818524923,0.013024969421331932,0.0597804036521814,0.9314727783203125,1.212836403766815,71.71911739614096,-0.12914566975272468,,,
2020-01-29 00:00:00-05:00,72.37614063669027,72.65801507586868,71.72754546979097,72.28880310058594,21566000,GOOGL,0.0042742163194806615,0.004265107802199691,0.06431013434853727,0.3076629638671875,0.9304696060777076,72.22478788208186,-0.27445835015475706,,,
