date,open,high,low,close,volume,symbol
2020-01-02 00:00:00-05:00,71.40977771923563,72.46077614730521,71.15667416341765,72.4005126953125,135480400,AAPL
2020-01-03 00:00:00-05:00,71.62914523544616,72.45595811976894,71.47246171476719,71.69664001464844,146322800,AAPL
2020-01-06 00:00:00-05:00,70.81920068576198,72.30649856939735,70.5685026643333,72.26792907714844,118387200,AAPL
2020-01-07 00:00:00-05:00,72.27757077764687,72.53308721808551,71.70868733859578,71.92804718017578,108872000,AAPL
2020-01-08 00:00:00-05:00,71.63155170295238,73.38642316119072,71.63155170295238,73.0851058959961,132079200,AAPL
2020-01-09 00:00:00-05:00,74.06137477592067,74.83033706552648,73.81068409472688,74.63749694824219,170108400,AAPL
2020-01-10 00:00:00-05:00,74.87131787710281,75.37030104945943,74.30483992947904,74.80622863769531,140644800,AAPL
2020-01-13 00:00:00-05:00,75.12201067519445,76.43093105955663,75.00388930942306,76.40441131591797,121532000,AAPL
2020-01-14 00:00:00-05:00,76.34176775906714,76.55148346044966,75.24979396232517,75.37272644042969,161954400,AAPL
2020-01-15 00:00:00-05:00,75.17263768221467,76.05248268254357,74.61820946436237,75.04969787597656,121923600,AAPL
2020-01-16 00:00:00-05:00,75.5920773695483,76.1007048279931,75.23049658770428,75.98981475830078,108829200,AAPL
2020-01-17 00:00:00-05:00,76.23807238178088,76.83347548162705,75.93193674542053,76.83106994628906,137816400,AAPL
2020-01-21 00:00:00-05:00,76.459869381581,76.90099467937888,76.17301471865545,76.31041717529297,110843200,AAPL
2020-01-22 00:00:00-05:00,76.79493065234263,77.13481745633268,76.48879491769239,76.58280944824219,101832400,AAPL
2020-01-23 00:00:00-05:00,76.63584965719392,77.03117417903718,76.0886526637108,76.95162963867188,104472000,AAPL
2020-01-24 00:00:00-05:00,77.19749582877215,77.93993845348767,76.53941616685312,76.72985076904297,146537600,AAPL
2020-01-27 00:00:00-05:00,74.74114561147599,75.15334557711078,73.49248860994267,74.47357940673828,161940000,AAPL
2020-01-28 00:00:00-05:00,75.35341281852345,76.75152179476333,75.25457988632637,76.58037567138672,162234000,AAPL
2020-01-29 00:00:00-05:00,78.209907499375,79.02948893915872,77.46987057591716,78.18338775634766,216229200,AAPL
2020-01-30 00:00:00-05:00,77.26740045058162,78.1231386457578,76.83591201430718,78.07010650634766,126743200,AAPL
2020-01-31 00:00:00-05:00,77.3614124669731,77.78325671620777,74.31449554353281,74.60858154296875,199588400,AAPL
2020-02-03 00:00:00-05:00,73.35266528651083,75.5679502030693,72.85127664058147,74.4036636352539,173788400,AAPL
2020-02-04 00:00:00-05:00,76.00668324335653,77.050450456367,75.60171457078681,76.86001586914062,136616400,AAPL
2020-02-05 00:00:00-05:00,77.98573120045752,78.28464294726993,76.88412080562057,77.48675537109375,118826800,AAPL
2020-02-06 00:00:00-05:00,77.7567339114429,78.39552507490272,77.1999001655233,78.39311218261719,105425600,AAPL
2020-02-07 00:00:00-05:00,77.8929335802923,78.14180794117812,76.83702966688513,77.32752990722656,117684000,AAPL
2020-02-10 00:00:00-05:00,75.914034625019,77.69481658935547,75.83430131081457,77.69481658935547,109348800,AAPL
2020-02-11 00:00:00-05:00,78.19012824861761,78.2626130556721,77.00857427677795,77.22603607177734,94323200,AAPL
2020-02-12 00:00:00-05:00,77.67549348632544,79.06484268174145,77.67549348632544,79.06001281738281,113730400,AAPL
2020-02-13 00:00:00-05:00,78.33269781258844,78.82319807398167,78.12973294999506,78.49700164794922,94747600,AAPL
2020-02-14 00:00:00-05:00,78.4656106619056,78.76523186182376,78.00894143905393,78.516357421875,80113600,AAPL
2020-02-18 00:00:00-05:00,76.19915236156656,77.25989377012822,76.0179329078446,77.07867431640625,152531200,AAPL
2020-02-19 00:00:00-05:00,77.32029218115534,78.4245243735885,77.32029218115534,78.19497680664062,93984000,AAPL
2020-02-20 00:00:00-05:00,77.9557766771897,78.4438584118609,76.88778679879077,77.39278411865234,100566000,AAPL
2020-02-21 00:00:00-05:00,76.9868493533589,77.4290289157497,75.0248480652508,75.6409912109375,129554000,AAPL
2020-02-24 00:00:00-05:00,71.82571246698684,73.49775945094957,69.88545691802558,72.04800415039062,222195200,AAPL
2020-02-25 00:00:00-05:00,72.71732938397975,73.09909512359589,69.13643119372864,69.60759735107422,230673600,AAPL
2020-02-26 00:00:00-05:00,69.23308803031283,71.97554423056066,69.22583954625632,70.71183776855469,198054800,AAPL
2020-02-27 00:00:00-05:00,67.92103635676665,69.10500169424336,65.95419815371966,66.08950805664062,320605600,AAPL
2020-02-28 00:00:00-05:00,62.1606861550344,67.27107285671417,61.94563554811998,66.05085754394531,426510000,AAPL
2020-03-02 00:00:00-05:00,68.20615048257532,72.83570304979878,67.10433710214947,72.20022583007812,341397200,AAPL
2020-03-03 00:00:00-05:00,73.3745366413102,73.45426993984877,69.05667582944147,69.9072036743164,319475600,AAPL
2020-03-04 00:00:00-05:00,71.6275782870545,73.3092923901448,70.82779719372856,73.14981842041016,219178400,AAPL
2020-03-05 00:00:00-05:00,71.40529829391956,72.37905058025478,70.41221917601806,70.7770767211914,187572800,AAPL
2020-03-06 00:00:00-05:00,68.1384906030925,70.26963239805877,67.95244135070753,69.83712005615234,226176800,AAPL
2020-03-09 00:00:00-04:00,63.72882264119381,67.19373670107173,63.54760324031838,64.31356048583984,286744800,AAPL
2020-03-10 00:00:00-04:00,66.96422060751131,69.21133903609883,65.08678222072572,68.94554901123047,285290000,AAPL
2020-03-11 00:00:00-04:00,67.02461750309321,67.9500415324096,65.68841908631278,66.551025390625,255598800,AAPL
