date,open,high,low,close,volume,symbol
2020-01-02 00:00:00-05:00,296.4802235866316,297.71731977517936,295.5546875996484,297.698974609375,59151200,SPY
2020-01-03 00:00:00-05:00,294.2992783946291,296.57186973652915,294.2442988268179,295.4447326660156,77709700,SPY
2020-01-06 00:00:00-05:00,293.68530176861276,296.6543382479676,293.5661700502953,296.5718688964844,55653900,SPY
2020-01-07 00:00:00-05:00,296.0037318756029,296.4802588000456,295.28896945413396,295.7380065917969,40496400,SPY
2020-01-08 00:00:00-05:00,295.93039974358743,298.53286845352926,295.6829916921281,297.3141174316406,68296000,SPY
2020-01-09 00:00:00-05:00,298.88109951100057,299.4034333774434,298.29461349284884,299.3301086425781,48473300,SPY
2020-01-10 00:00:00-05:00,299.91662000140076,300.07238613706346,298.0014236278169,298.46875,53029300,SPY
2020-01-13 00:00:00-05:00,299.0918073887469,300.5304764030619,298.6611155530103,300.5213317871094,47086800,SPY
2020-01-14 00:00:00-05:00,300.0815191045464,301.1353314053116,299.50420569698866,300.0632019042969,62832800,SPY
2020-01-15 00:00:00-05:00,299.97162147921523,301.50193298696496,299.8891521133961,300.7413635253906,72056600,SPY
2020-01-16 00:00:00-05:00,302.1250469237905,303.2430114746094,301.89595605653415,303.2430114746094,54050300,SPY
2020-01-17 00:00:00-05:00,303.9577682678192,304.3976048271327,303.17885374044386,304.1868591308594,95846000,SPY
2020-01-21 00:00:00-05:00,303.2247077139699,304.39765199588476,303.1514109311242,303.59124755859375,77742400,SPY
2020-01-22 00:00:00-05:00,304.4525595814496,305.10319771439003,303.4720720211028,303.6278381347656,48914900,SPY
2020-01-23 00:00:00-05:00,302.97727186598695,304.38847950201534,301.859307264883,303.9761047363281,51963000,SPY
2020-01-24 00:00:00-05:00,304.63589360217117,304.71836296389927,299.98075121763935,301.2728271484375,87578400,SPY
2020-01-27 00:00:00-05:00,296.0128810624095,297.92807729720744,295.6738310638596,296.4435729980469,84062500,SPY
2020-01-28 00:00:00-05:00,297.873118472315,300.4297804795818,296.53523558628365,299.5500793457031,63834000,SPY
2020-01-29 00:00:00-05:00,300.9154515361215,301.1445424118308,299.10104173303364,299.3026428222656,53888900,SPY
2020-01-30 00:00:00-05:00,297.231623057657,300.484729951174,296.48022631294674,300.2739562988281,75491800,SPY
2020-01-31 00:00:00-05:00,299.65078806641606,299.8065821263625,293.905200454445,294.8215637207031,113845600,SPY
2020-02-03 00:00:00-05:00,296.3061289566686,298.88110802964894,296.18699723301154,297.01171875,69083000,SPY
2020-02-04 00:00:00-05:00,300.6313528673828,302.4091001332266,300.31062007845776,301.5385437011719,62573200,SPY
2020-02-05 00:00:00-05:00,304.48003989789373,305.2314645557024,303.0138809116789,305.02069091796875,65951100,SPY
2020-02-06 00:00:00-05:00,305.9828754447032,306.2394560522641,304.9656976312089,306.0470275878906,50359700,SPY
2020-02-07 00:00:00-05:00,304.98415661339817,306.0562864230658,303.86619184212464,304.416015625,64139400,SPY
2020-02-10 00:00:00-05:00,303.52703981198624,306.75262870808007,303.4903774480562,306.6884765625,42070000,SPY
2020-02-11 00:00:00-05:00,308.0446920849093,308.8327511042264,306.68846432551175,307.219970703125,54864500,SPY
2020-02-12 00:00:00-05:00,308.65872275070467,309.4101475745906,308.2921829231396,309.19940185546875,43992700,SPY
2020-02-13 00:00:00-05:00,307.7697985331595,309.84078876893074,307.49490069884985,308.86944580078125,54501900,SPY
2020-02-14 00:00:00-05:00,309.2817884707523,309.4833895167541,308.0813547766656,309.3642578125,64582200,SPY
2020-02-18 00:00:00-05:00,308.3655070547574,309.4284921282204,307.1742176610438,308.5671081542969,57226200,SPY
2020-02-19 00:00:00-05:00,309.53843070084963,310.7205194664191,309.25436025654744,310.04241943359375,48814700,SPY
2020-02-20 00:00:00-05:00,309.4925531618124,310.31730256037446,305.77212014655726,308.7686462402344,74163400,SPY
2020-02-21 00:00:00-05:00,307.41248274725154,307.72404299995856,304.76417865144776,305.58892822265625,113788200,SPY
2020-02-24 00:00:00-05:00,296.11364009399773,305.662129694088,294.37252751118245,295.453857421875,161088400,SPY
2020-02-25 00:00:00-05:00,296.8467575397239,297.460705347923,285.6213060596482,286.5010070800781,218913200,SPY
2020-02-26 00:00:00-05:00,287.90302105729336,291.5043221918887,284.714094602618,285.4471740722656,194773800,SPY
2020-02-27 00:00:00-05:00,279.912298529664,285.50211970836045,272.6272277832031,272.6272277832031,284353500,SPY
2020-02-28 00:00:00-05:00,264.5541961403558,272.97558029558286,261.65848365929634,271.4819030761719,384975800,SPY
